country,continent,year,life_exp,hdi_index,co2_consump,gdp,services,Suicide_mortality_rate(per 100000),income_Level,Country_Code,Unemployment_Rate
Kuwait,Asia,2017,81.6,0.805,24.1,27700.0,76.0,2.7,High income,KWT,2.2
Kuwait,Asia,2018,81.6,0.807,23.7,27500.0,76.0,2.8,High income,KWT,2.16
Latvia,Europe,2000,70.7,0.735,2.97,6660.0,58.3,34.7,High income,LVA,14.21
Latvia,Europe,2001,70.1,0.753,3.17,7170.0,58.3,32.2,High income,LVA,13.82
Latvia,Europe,2002,70.5,0.767,3.22,7770.0,58.2,31.5,High income,LVA,13.83
Latvia,Europe,2003,71.0,0.781,3.35,8500.0,58.7,29.1,High income,LVA,12.06
Latvia,Europe,2004,71.3,0.795,3.4,9330.0,59.8,26.8,High income,LVA,11.71
Latvia,Europe,2005,70.9,0.809,3.47,10400.0,61.5,26.5,High income,LVA,10.03
Latvia,Europe,2006,70.5,0.816,3.74,11800.0,61.2,23.2,High income,LVA,7.03
Latvia,Europe,2007,70.9,0.825,3.93,13100.0,61.2,20.9,High income,LVA,6.05
Latvia,Europe,2008,72.1,0.828,3.78,12800.0,62.6,26.4,High income,LVA,7.74
Latvia,Europe,2009,72.9,0.826,3.48,11100.0,66.9,26.3,High income,LVA,17.51
Latvia,Europe,2010,73.3,0.824,4.04,10900.0,68.3,22.5,High income,LVA,19.48
Latvia,Europe,2011,73.9,0.829,3.73,11800.0,68.2,22.7,High income,LVA,16.21
Latvia,Europe,2012,74.2,0.832,3.64,12400.0,68.1,23.5,High income,LVA,15.05
Latvia,Europe,2013,74.2,0.839,3.61,12900.0,68.0,20.6,High income,LVA,11.87
Latvia,Europe,2014,74.7,0.845,3.56,13100.0,68.6,20.7,High income,LVA,10.85
Latvia,Europe,2015,75.1,0.849,3.65,13800.0,68.4,21.6,High income,LVA,9.87
Latvia,Europe,2016,75.7,0.854,3.67,14200.0,68.2,21.3,High income,LVA,9.64
Latvia,Europe,2017,75.8,0.859,3.71,14800.0,69.8,21.4,High income,LVA,8.72
Latvia,Europe,2018,75.8,0.863,3.73,15500.0,69.4,18.1,High income,LVA,7.41
Lebanon,Asia,2000,74.8,0.74,4.03,6740.0,56.8,2.8,Upper middle income,LBN,8.31
Lebanon,Asia,2001,75.1,0.74,4.11,6730.0,57.2,2.7,Upper middle income,LBN,8.19
Lebanon,Asia,2002,75.3,0.74,3.89,6650.0,57.7,2.7,Upper middle income,LBN,8.09
Lebanon,Asia,2003,75.3,0.74,4.23,6540.0,58.1,2.6,Upper middle income,LBN,7.99
Lebanon,Asia,2004,75.4,0.74,3.77,6700.0,58.2,2.7,Upper middle income,LBN,7.85
Lebanon,Asia,2005,75.4,0.74,3.55,6690.0,58.7,2.7,Upper middle income,LBN,8.28
Lebanon,Asia,2006,75.1,0.739,3.11,6710.0,59.2,2.5,Upper middle income,LBN,8.68
Lebanon,Asia,2007,75.5,0.751,2.89,7320.0,59.1,2.9,Upper middle income,LBN,8.98
Lebanon,Asia,2008,75.4,0.757,3.66,7990.0,59.1,2.9,Upper middle income,LBN,7.67
Lebanon,Asia,2009,75.5,0.764,4.36,8720.0,58.9,3.0,Upper middle income,LBN,6.35
Lebanon,Asia,2010,75.6,0.766,4.04,9150.0,59.2,3.0,Upper middle income,LBN,6.84
Lebanon,Asia,2011,75.7,0.768,3.9,8780.0,59.8,3.0,Upper middle income,LBN,7.39
Lebanon,Asia,2012,75.7,0.759,4.04,8460.0,60.2,3.0,Upper middle income,LBN,7.85
Lebanon,Asia,2013,75.8,0.757,3.76,8230.0,60.5,3.0,Upper middle income,LBN,8.31
Lebanon,Asia,2014,75.8,0.748,3.79,7960.0,61.1,2.8,Upper middle income,LBN,8.81
Lebanon,Asia,2015,75.9,0.744,3.69,7640.0,61.9,2.8,Upper middle income,LBN,9.32
Lebanon,Asia,2016,76.1,0.741,3.64,7550.0,62.5,2.7,Upper middle income,LBN,9.78
Lebanon,Asia,2017,76.2,0.748,3.53,7500.0,63.2,3.0,Upper middle income,LBN,10.27
Lebanon,Asia,2018,76.2,0.747,3.53,7310.0,64.1,2.5,Upper middle income,LBN,10.8
Libya,Africa,2000,74.9,0.78,8.74,6590.0,46.5,4.9,Upper middle income,LBY,19.67
Libya,Africa,2001,75.0,0.785,8.78,6370.0,47.3,5.1,Upper middle income,LBY,19.7
Libya,Africa,2002,75.0,0.79,8.59,6210.0,47.8,5.2,Upper middle income,LBY,19.65
Libya,Africa,2003,75.5,0.797,8.69,6910.0,47.6,5.1,Upper middle income,LBY,19.46
Libya,Africa,2004,76.4,0.798,8.76,7100.0,48.1,4.4,Upper middle income,LBY,19.51
Libya,Africa,2005,76.8,0.8,8.92,7830.0,47.9,4.3,Upper middle income,LBY,19.39
Libya,Africa,2006,76.9,0.8,8.95,8210.0,48.2,4.2,Upper middle income,LBY,19.41
Libya,Africa,2007,76.0,0.8,8.26,8600.0,48.5,4.9,Upper middle income,LBY,19.38
Libya,Africa,2008,75.9,0.8,9.14,8710.0,48.7,5.4,Upper middle income,LBY,19.38
Libya,Africa,2009,75.7,0.799,9.33,8530.0,49.3,5.7,Upper middle income,LBY,19.37
Libya,Africa,2010,76.2,0.798,9.87,8870.0,49.9,5.6,Upper middle income,LBY,19.27
Libya,Africa,2011,73.2,0.764,6.29,3340.0,51.8,5.1,Upper middle income,LBY,19.39
Libya,Africa,2012,76.5,0.789,8.34,7400.0,53.2,5.7,Upper middle income,LBY,19.03
Libya,Africa,2013,76.7,0.761,8.87,6360.0,55.1,4.8,Upper middle income,LBY,19.45
Libya,Africa,2014,74.3,0.728,9.23,4800.0,56.9,6.3,Upper middle income,LBY,19.46
Libya,Africa,2015,74.6,0.697,8.79,4340.0,58.3,5.6,Upper middle income,LBY,19.53
Libya,Africa,2016,74.3,0.687,7.72,4170.0,59.3,5.0,Upper middle income,LBY,19.53
Libya,Africa,2017,75.6,0.714,7.96,5210.0,58.8,5.5,Upper middle income,LBY,19.37
Libya,Africa,2018,75.7,0.721,8.09,5910.0,58.6,5.8,Upper middle income,LBY,19.45
Lithuania,Europe,2000,72.2,0.762,3.37,6420.0,54.0,50.1,High income,LTU,15.93
Lithuania,Europe,2001,71.7,0.774,3.6,6900.0,55.8,47.1,High income,LTU,16.84
Lithuania,Europe,2002,72.0,0.785,3.66,7420.0,54.0,47.0,High income,LTU,13.01
Lithuania,Europe,2003,72.0,0.797,3.69,8270.0,54.1,45.4,High income,LTU,12.87
Lithuania,Europe,2004,72.0,0.805,3.9,8920.0,55.5,43.3,High income,LTU,10.68
Lithuania,Europe,2005,71.3,0.817,4.22,9760.0,56.7,42.7,High income,LTU,8.32
Lithuania,Europe,2006,70.9,0.826,4.36,10700.0,56.6,35.2,High income,LTU,5.78
Lithuania,Europe,2007,70.6,0.833,4.84,12000.0,58.1,34.5,High income,LTU,4.25
Lithuania,Europe,2008,71.4,0.838,4.7,12400.0,61.4,37.8,High income,LTU,5.83
Lithuania,Europe,2009,73.0,0.828,4.05,10700.0,64.2,39.2,High income,LTU,13.79
Lithuania,Europe,2010,73.2,0.831,4.39,11100.0,66.6,37.2,High income,LTU,17.81
Lithuania,Europe,2011,73.7,0.838,4.57,12000.0,67.0,38.1,High income,LTU,15.39
Lithuania,Europe,2012,74.0,0.841,4.65,12700.0,66.1,35.0,High income,LTU,13.36
Lithuania,Europe,2013,74.0,0.847,4.36,13300.0,66.1,40.5,High income,LTU,11.77
Lithuania,Europe,2014,74.6,0.859,4.34,13800.0,66.1,35.6,High income,LTU,10.7
Lithuania,Europe,2015,74.7,0.862,4.48,14300.0,65.9,34.9,High income,LTU,9.12
Lithuania,Europe,2016,74.9,0.867,4.54,14800.0,66.9,32.8,High income,LTU,7.86
Lithuania,Europe,2017,76.0,0.873,4.72,15700.0,67.1,29.7,High income,LTU,7.07
Lithuania,Europe,2018,76.1,0.876,4.84,16400.0,67.1,27.4,High income,LTU,6.15
Malaysia,Asia,2000,73.0,0.723,5.46,6390.0,49.5,4.7,Upper middle income,MYS,3.0
Malaysia,Asia,2001,73.3,0.721,5.7,6290.0,51.8,4.5,Upper middle income,MYS,3.53
Malaysia,Asia,2002,73.5,0.723,5.64,6490.0,53.1,4.5,Upper middle income,MYS,3.48
Malaysia,Asia,2003,73.5,0.73,6.37,6730.0,53.7,4.7,Upper middle income,MYS,3.61
Malaysia,Asia,2004,73.8,0.733,6.82,7040.0,55.3,4.7,Upper middle income,MYS,3.54
Malaysia,Asia,2005,74.1,0.73,7.08,7270.0,55.6,4.6,Upper middle income,MYS,3.53
Malaysia,Asia,2006,74.4,0.737,6.83,7530.0,55.1,4.5,Upper middle income,MYS,3.31
Malaysia,Asia,2007,74.5,0.75,6.85,7850.0,56.8,4.4,Upper middle income,MYS,3.23
Malaysia,Asia,2008,74.3,0.761,7.44,8070.0,57.4,4.5,Upper middle income,MYS,3.32
Malaysia,Asia,2009,74.2,0.765,7.11,7810.0,59.5,4.6,Upper middle income,MYS,3.66
Malaysia,Asia,2010,74.4,0.772,7.68,8250.0,59.1,4.5,Upper middle income,MYS,3.39
Malaysia,Asia,2011,74.6,0.778,7.6,8550.0,59.7,4.6,Upper middle income,MYS,3.05
Malaysia,Asia,2012,74.8,0.781,7.43,8890.0,59.2,4.6,Upper middle income,MYS,3.1
Malaysia,Asia,2013,75.3,0.785,7.96,9180.0,59.4,4.4,Upper middle income,MYS,3.16
Malaysia,Asia,2014,75.1,0.791,8.08,9600.0,59.7,4.6,Upper middle income,MYS,2.88
Malaysia,Asia,2015,75.0,0.796,7.71,9960.0,60.0,4.8,Upper middle income,MYS,3.1
Malaysia,Asia,2016,75.0,0.8,8.05,10300.0,61.1,5.1,Upper middle income,MYS,3.44
Malaysia,Asia,2017,75.1,0.805,7.93,10700.0,61.0,5.4,Upper middle income,MYS,3.41
Malaysia,Asia,2018,75.2,0.805,8.08,11100.0,62.3,5.4,Upper middle income,MYS,3.3
Mali,Africa,2000,53.3,0.312,0.076,572.0,19.3,4.8,Low income,MLI,5.63
Mali,Africa,2001,53.8,0.325,0.0745,641.0,20.1,4.7,Low income,MLI,6.3
Mali,Africa,2002,54.3,0.334,0.0739,641.0,20.3,4.7,Low income,MLI,7.16
Mali,Africa,2003,54.9,0.347,0.0716,678.0,20.8,4.6,Low income,MLI,7.9
Mali,Africa,2004,55.6,0.356,0.072,667.0,21.0,4.5,Low income,MLI,8.75
Mali,Africa,2005,56.2,0.367,0.0718,688.0,21.4,4.6,Low income,MLI,9.69
Mali,Africa,2006,56.6,0.376,0.0819,697.0,21.7,4.5,Low income,MLI,10.7
Mali,Africa,2007,57.1,0.371,0.0951,697.0,22.0,4.6,Low income,MLI,11.71
Mali,Africa,2008,57.6,0.394,0.11,707.0,22.4,4.6,Low income,MLI,10.49
Mali,Africa,2009,58.0,0.401,0.122,717.0,22.8,4.6,Low income,MLI,9.29
Mali,Africa,2010,58.4,0.408,0.131,732.0,23.2,4.5,Low income,MLI,8.07
Mali,Africa,2011,58.9,0.413,0.139,732.0,23.8,4.5,Low income,MLI,6.9
Mali,Africa,2012,59.1,0.413,0.144,705.0,24.0,4.5,Low income,MLI,6.65
Mali,Africa,2013,59.2,0.413,0.161,701.0,24.3,4.5,Low income,MLI,6.35
Mali,Africa,2014,59.5,0.419,0.172,729.0,25.3,4.4,Low income,MLI,6.38
Mali,Africa,2015,59.9,0.417,0.178,751.0,29.5,4.3,Low income,MLI,7.73
Mali,Africa,2016,60.4,0.422,0.173,772.0,28.3,4.2,Low income,MLI,7.57
Mali,Africa,2017,60.8,0.427,0.186,789.0,28.6,4.1,Low income,MLI,7.41
Mali,Africa,2018,61.2,0.431,0.187,802.0,29.3,4.1,Low income,MLI,7.43
Mauritius,Africa,2000,72.3,0.678,2.27,5530.0,49.3,11.8,Upper middle income,MUS,9.18
Mauritius,Africa,2001,72.6,0.687,2.4,5670.0,51.7,10.1,Upper middle income,MUS,9.14
Mauritius,Africa,2002,72.7,0.692,2.4,5730.0,52.6,11.3,Upper middle income,MUS,8.2
Mauritius,Africa,2003,72.9,0.701,2.53,6020.0,53.2,7.7,Upper middle income,MUS,8.25
Mauritius,Africa,2004,73.2,0.708,2.54,6240.0,56.4,8.2,Upper middle income,MUS,8.34
Mauritius,Africa,2005,73.2,0.717,2.7,6320.0,57.5,9.0,Upper middle income,MUS,9.52
Mauritius,Africa,2006,73.3,0.724,2.96,6590.0,58.1,9.2,Upper middle income,MUS,9.04
Mauritius,Africa,2007,73.8,0.731,2.99,6940.0,58.6,10.3,Upper middle income,MUS,8.48
Mauritius,Africa,2008,73.7,0.738,3.04,7290.0,59.1,6.7,Upper middle income,MUS,7.17
Mauritius,Africa,2009,73.8,0.745,2.98,7510.0,61.3,9.1,Upper middle income,MUS,7.26
Mauritius,Africa,2010,74.2,0.751,3.14,7820.0,62.7,7.8,Upper middle income,MUS,7.65
Mauritius,Africa,2011,74.6,0.76,3.13,8120.0,64.1,9.0,Upper middle income,MUS,7.45
Mauritius,Africa,2012,74.7,0.771,3.17,8380.0,64.3,9.6,Upper middle income,MUS,7.47
Mauritius,Africa,2013,75.1,0.779,3.24,8650.0,65.2,8.2,Upper middle income,MUS,7.32
Mauritius,Africa,2014,75.0,0.789,3.35,8950.0,66.1,10.2,Upper middle income,MUS,7.47
Mauritius,Africa,2015,75.2,0.789,3.35,9260.0,67.0,7.9,Upper middle income,MUS,7.41
Mauritius,Africa,2016,75.2,0.794,3.45,9610.0,67.9,8.1,Upper middle income,MUS,6.81
Mauritius,Africa,2017,75.3,0.797,3.75,9970.0,68.8,9.6,Upper middle income,MUS,6.75
Mauritius,Africa,2018,75.3,0.801,3.83,10300.0,69.7,8.7,Upper middle income,MUS,6.43
Mexico,North America,2000,74.2,0.708,4.01,8860.0,55.5,3.5,Upper middle income,MEX,2.65
Mexico,North America,2001,74.6,0.712,4.1,8700.0,56.5,3.8,Upper middle income,MEX,2.63
Mexico,North America,2002,74.6,0.718,4.05,8580.0,57.2,3.9,Upper middle income,MEX,3.0
Mexico,North America,2003,74.7,0.722,4.25,8590.0,57.9,4.0,Upper middle income,MEX,3.46
Mexico,North America,2004,75.0,0.731,4.2,8800.0,58.4,4.0,Upper middle income,MEX,3.94
Mexico,North America,2005,75.0,0.737,4.38,8880.0,59.0,4.1,Upper middle income,MEX,3.56
Mexico,North America,2006,75.3,0.745,4.43,9140.0,59.6,4.0,Upper middle income,MEX,3.57
Mexico,North America,2007,75.6,0.746,4.4,9210.0,60.0,4.1,Upper middle income,MEX,3.63
Mexico,North America,2008,75.2,0.748,4.45,9180.0,60.7,4.4,Upper middle income,MEX,3.87
Mexico,North America,2009,75.0,0.748,4.24,8570.0,61.9,4.6,Upper middle income,MEX,5.36
Mexico,North America,2010,75.3,0.748,4.07,8880.0,61.7,4.5,Upper middle income,MEX,5.3
Mexico,North America,2011,75.5,0.755,4.19,9080.0,62.0,5.2,Upper middle income,MEX,5.17
Mexico,North America,2012,75.7,0.759,4.24,9280.0,62.2,4.9,Upper middle income,MEX,4.89
Mexico,North America,2013,75.5,0.756,4.13,9280.0,62.0,5.2,Upper middle income,MEX,4.91
Mexico,North America,2014,75.6,0.761,4.0,9430.0,61.4,5.7,Upper middle income,MEX,4.81
Mexico,North America,2015,75.7,0.766,3.96,9620.0,61.4,5.6,Upper middle income,MEX,4.31
Mexico,North America,2016,75.5,0.768,3.94,9750.0,61.1,5.6,Upper middle income,MEX,3.86
Mexico,North America,2017,75.5,0.771,3.95,9840.0,60.9,5.9,Upper middle income,MEX,3.42
Mexico,North America,2018,75.5,0.776,3.79,9950.0,61.1,5.4,Upper middle income,MEX,3.28
Moldova,Europe,2000,68.9,0.643,0.851,1340.0,35.1,17.2,Upper middle income,MDA,8.46
Moldova,Europe,2001,69.2,0.651,0.905,1420.0,35.0,18.6,Upper middle income,MDA,7.29
Moldova,Europe,2002,69.1,0.663,0.971,1540.0,35.9,17.7,Upper middle income,MDA,6.8
Moldova,Europe,2003,69.1,0.673,1.06,1640.0,40.9,18.5,Upper middle income,MDA,7.95
Moldova,Europe,2004,69.4,0.684,1.11,1770.0,43.3,18.3,Upper middle income,MDA,8.17
Moldova,Europe,2005,68.9,0.692,1.19,1910.0,43.3,19.4,Upper middle income,MDA,7.29
Moldova,Europe,2006,69.4,0.699,1.21,2000.0,48.2,19.7,Upper middle income,MDA,7.38
Moldova,Europe,2007,69.6,0.704,1.21,2070.0,48.5,17.2,Upper middle income,MDA,5.07
Moldova,Europe,2008,69.9,0.71,1.26,2230.0,49.3,19.1,Upper middle income,MDA,3.98
Moldova,Europe,2009,70.1,0.706,1.11,2100.0,52.5,19.7,Upper middle income,MDA,6.4
Moldova,Europe,2010,70.0,0.713,1.18,2250.0,53.8,20.5,Upper middle income,MDA,7.45
Moldova,Europe,2011,71.7,0.719,1.21,2390.0,53.7,15.3,Upper middle income,MDA,6.68
Moldova,Europe,2012,72.0,0.726,1.17,2370.0,54.3,17.0,Upper middle income,MDA,5.58
Moldova,Europe,2013,72.7,0.735,1.2,2590.0,53.5,17.0,Upper middle income,MDA,5.1
Moldova,Europe,2014,72.3,0.737,1.16,2720.0,51.6,17.2,Upper middle income,MDA,3.73
Moldova,Europe,2015,72.1,0.736,1.18,2730.0,48.0,16.2,Upper middle income,MDA,4.7
Moldova,Europe,2016,72.6,0.738,1.21,2890.0,49.2,15.9,Upper middle income,MDA,4.02
Moldova,Europe,2017,73.7,0.743,1.18,3070.0,51.0,14.9,Upper middle income,MDA,4.1
Moldova,Europe,2018,74.0,0.746,1.27,3260.0,55.9,14.4,Upper middle income,MDA,4.11
Mongolia,Asia,2000,61.0,0.588,3.13,1610.0,37.2,22.0,Lower middle income,MNG,6.23
Mongolia,Asia,2001,61.3,0.599,3.26,1640.0,38.0,22.3,Lower middle income,MNG,6.21
Mongolia,Asia,2002,61.7,0.608,3.38,1700.0,40.7,21.7,Lower middle income,MNG,6.2
Mongolia,Asia,2003,62.1,0.621,3.25,1800.0,41.4,23.1,Lower middle income,MNG,6.8
Mongolia,Asia,2004,62.5,0.636,3.44,1970.0,43.7,23.7,Lower middle income,MNG,6.82
Mongolia,Asia,2005,62.9,0.649,3.4,2090.0,43.3,24.0,Lower middle income,MNG,7.04
Mongolia,Asia,2006,63.5,0.659,3.68,2240.0,43.9,23.7,Lower middle income,MNG,7.13
Mongolia,Asia,2007,64.0,0.671,4.66,2440.0,44.7,23.6,Lower middle income,MNG,7.2
Mongolia,Asia,2008,64.5,0.682,4.57,2620.0,44.2,23.8,Lower middle income,MNG,5.56
Mongolia,Asia,2009,64.8,0.687,4.89,2540.0,45.0,23.6,Lower middle income,MNG,5.86
Mongolia,Asia,2010,65.1,0.696,5.09,2660.0,50.2,23.4,Lower middle income,MNG,6.55
Mongolia,Asia,2011,65.5,0.71,7.74,3060.0,49.6,22.7,Lower middle income,MNG,4.77
Mongolia,Asia,2012,66.1,0.718,12.4,3370.0,46.8,21.7,Lower middle income,MNG,3.9
Mongolia,Asia,2013,66.6,0.727,15.1,3690.0,49.8,21.0,Lower middle income,MNG,4.23
Mongolia,Asia,2014,67.2,0.732,10.1,3900.0,51.3,20.0,Lower middle income,MNG,4.8
Mongolia,Asia,2015,67.7,0.735,7.76,3920.0,51.3,20.0,Lower middle income,MNG,4.86
Mongolia,Asia,2016,67.8,0.729,8.29,3890.0,50.6,20.1,Lower middle income,MNG,7.24
Mongolia,Asia,2017,67.9,0.728,8.49,4020.0,52.0,19.2,Lower middle income,MNG,6.36
Mongolia,Asia,2018,68.0,0.735,8.88,4240.0,52.5,18.6,Lower middle income,MNG,5.38
Morocco,Africa,2000,69.5,0.529,1.17,1980.0,34.8,9.9,Lower middle income,MAR,13.58
Morocco,Africa,2001,69.9,0.541,1.29,2100.0,35.1,9.9,Lower middle income,MAR,12.46
Morocco,Africa,2002,70.3,0.551,1.29,2130.0,35.5,9.6,Lower middle income,MAR,11.59
Morocco,Africa,2003,70.3,0.562,1.26,2240.0,35.9,9.6,Lower middle income,MAR,11.92
Morocco,Africa,2004,70.5,0.572,1.44,2320.0,34.7,9.5,Lower middle income,MAR,10.83
Morocco,Africa,2005,70.8,0.58,1.5,2360.0,35.0,9.4,Lower middle income,MAR,11.01
Morocco,Africa,2006,71.0,0.586,1.54,2510.0,36.3,9.3,Lower middle income,MAR,9.67
Morocco,Africa,2007,71.2,0.594,1.61,2570.0,36.7,9.3,Lower middle income,MAR,9.56
Morocco,Africa,2008,71.4,0.602,1.68,2690.0,37.0,9.3,Lower middle income,MAR,9.57
Morocco,Africa,2009,71.6,0.608,1.65,2770.0,37.5,9.2,Lower middle income,MAR,8.96
Morocco,Africa,2010,71.9,0.616,1.74,2840.0,37.9,9.2,Lower middle income,MAR,9.09
Morocco,Africa,2011,72.1,0.626,1.73,2950.0,38.4,9.2,Lower middle income,MAR,8.91
Morocco,Africa,2012,72.3,0.635,1.78,3000.0,39.4,8.9,Lower middle income,MAR,8.99
Morocco,Africa,2013,72.1,0.644,1.74,3090.0,39.9,8.0,Lower middle income,MAR,9.23
Morocco,Africa,2014,72.3,0.652,1.75,3130.0,40.6,7.7,Lower middle income,MAR,9.7
Morocco,Africa,2015,72.5,0.658,1.76,3220.0,41.1,7.4,Lower middle income,MAR,9.46
Morocco,Africa,2016,72.8,0.667,1.74,3210.0,41.8,7.2,Lower middle income,MAR,9.3
Morocco,Africa,2017,72.9,0.673,1.79,3310.0,42.3,7.1,Lower middle income,MAR,9.24
Morocco,Africa,2018,73.1,0.68,1.84,3370.0,43.0,7.2,Lower middle income,MAR,9.27
Namibia,Africa,2000,53.9,0.544,0.915,3120.0,56.4,19.3,Upper middle income,NAM,20.3
Namibia,Africa,2001,53.1,0.543,1.11,3110.0,56.1,18.8,Upper middle income,NAM,20.8
Namibia,Africa,2002,52.5,0.541,0.951,3210.0,55.8,18.7,Upper middle income,NAM,21.23
Namibia,Africa,2003,52.1,0.543,0.997,3300.0,55.5,18.2,Upper middle income,NAM,21.72
Namibia,Africa,2004,52.4,0.545,1.03,3650.0,55.2,16.7,Upper middle income,NAM,22.09
Namibia,Africa,2005,53.5,0.545,1.19,3680.0,55.6,17.8,Upper middle income,NAM,22.22
Namibia,Africa,2006,55.3,0.551,1.18,3880.0,56.1,17.7,Upper middle income,NAM,22.14
Namibia,Africa,2007,57.4,0.559,1.18,4010.0,56.6,17.3,Upper middle income,NAM,22.16
Namibia,Africa,2008,59.2,0.567,1.63,4040.0,57.0,14.1,Upper middle income,NAM,22.19
Namibia,Africa,2009,60.1,0.576,1.47,3980.0,57.3,13.1,Upper middle income,NAM,22.21
Namibia,Africa,2010,60.9,0.589,1.46,4150.0,57.8,12.9,Upper middle income,NAM,22.12
Namibia,Africa,2011,61.9,0.602,1.28,4280.0,58.3,11.4,Upper middle income,NAM,19.46
Namibia,Africa,2012,62.9,0.613,1.53,4420.0,58.7,10.2,Upper middle income,NAM,16.77
Namibia,Africa,2013,63.3,0.624,1.17,4590.0,54.2,10.2,Upper middle income,NAM,19.03
Namibia,Africa,2014,63.3,0.631,1.63,4780.0,55.8,10.9,Upper middle income,NAM,18.52
Namibia,Africa,2015,63.5,0.638,1.71,4900.0,58.5,11.6,Upper middle income,NAM,20.91
Namibia,Africa,2016,63.7,0.639,1.78,4810.0,60.6,10.7,Upper middle income,NAM,23.35
Namibia,Africa,2017,64.1,0.644,1.76,4670.0,61.0,10.9,Upper middle income,NAM,21.64
Namibia,Africa,2018,64.7,0.645,1.75,4630.0,61.2,9.9,Upper middle income,NAM,19.88
Nepal,Asia,2000,65.4,0.453,0.127,562.0,14.2,8.5,Lower middle income,NPL,1.86
Nepal,Asia,2001,66.1,0.454,0.133,579.0,14.4,8.1,Lower middle income,NPL,1.75
Nepal,Asia,2002,66.2,0.464,0.105,571.0,14.6,8.0,Lower middle income,NPL,1.54
Nepal,Asia,2003,67.0,0.47,0.112,585.0,14.8,7.8,Lower middle income,NPL,1.6
Nepal,Asia,2004,67.2,0.476,0.104,605.0,15.1,7.7,Lower middle income,NPL,1.55
Nepal,Asia,2005,67.7,0.482,0.119,618.0,15.4,7.9,Lower middle income,NPL,1.46
Nepal,Asia,2006,68.0,0.493,0.0971,631.0,15.7,7.7,Lower middle income,NPL,1.39
Nepal,Asia,2007,68.3,0.498,0.0978,644.0,16.0,8.0,Lower middle income,NPL,1.33
Nepal,Asia,2008,68.5,0.509,0.127,676.0,16.3,8.3,Lower middle income,NPL,1.33
Nepal,Asia,2009,68.8,0.522,0.156,701.0,16.6,8.5,Lower middle income,NPL,1.55
Nepal,Asia,2010,69.0,0.537,0.181,732.0,17.0,8.7,Lower middle income,NPL,1.82
Nepal,Asia,2011,69.2,0.545,0.195,756.0,17.3,8.9,Lower middle income,NPL,2.03
Nepal,Asia,2012,69.5,0.559,0.205,791.0,17.7,8.9,Lower middle income,NPL,2.33
Nepal,Asia,2013,69.7,0.568,0.234,821.0,18.1,8.7,Lower middle income,NPL,2.55
Nepal,Asia,2014,69.9,0.576,0.285,871.0,18.5,8.5,Lower middle income,NPL,2.94
Nepal,Asia,2015,69.3,0.583,0.223,902.0,18.9,8.5,Lower middle income,NPL,3.1
Nepal,Asia,2016,70.4,0.586,0.325,897.0,19.3,8.5,Lower middle income,NPL,2.87
Nepal,Asia,2017,70.6,0.588,0.33,965.0,19.7,8.7,Lower middle income,NPL,3.32
Nepal,Asia,2018,70.8,0.596,0.337,1020.0,20.1,8.8,Lower middle income,NPL,3.19
Netherlands,Europe,2000,78.3,0.882,10.8,40400.0,75.1,9.6,High income,NLD,2.73
Netherlands,Europe,2001,78.4,0.886,11.1,41100.0,75.3,9.6,High income,NLD,2.12
Netherlands,Europe,2002,78.6,0.885,11.0,40900.0,76.1,10.0,High income,NLD,2.55
Netherlands,Europe,2003,78.9,0.89,11.1,40800.0,77.0,9.6,High income,NLD,3.59
Netherlands,Europe,2004,79.3,0.892,11.1,41400.0,76.6,9.7,High income,NLD,4.65
Netherlands,Europe,2005,79.6,0.897,10.9,42200.0,75.3,9.8,High income,NLD,5.87
Netherlands,Europe,2006,80.0,0.903,10.5,43600.0,75.7,9.6,High income,NLD,5.0
Netherlands,Europe,2007,80.3,0.91,10.5,45100.0,76.9,8.4,High income,NLD,4.15
Netherlands,Europe,2008,80.5,0.913,10.6,45900.0,77.7,9.0,High income,NLD,3.65
Netherlands,Europe,2009,80.8,0.912,10.2,44000.0,78.4,9.5,High income,NLD,4.35
Netherlands,Europe,2010,81.0,0.917,10.9,44400.0,79.2,9.8,High income,NLD,4.99
Netherlands,Europe,2011,81.1,0.928,10.1,44900.0,80.0,10.1,High income,NLD,4.98
Netherlands,Europe,2012,81.2,0.928,9.89,44200.0,80.1,10.7,High income,NLD,5.82
Netherlands,Europe,2013,81.4,0.93,9.85,44000.0,81.4,11.8,High income,NLD,7.24
Netherlands,Europe,2014,81.6,0.932,9.41,44500.0,81.5,11.6,High income,NLD,7.42
Netherlands,Europe,2015,81.7,0.934,9.83,45200.0,81.2,11.8,High income,NLD,6.87
Netherlands,Europe,2016,81.7,0.936,9.81,45900.0,81.3,11.9,High income,NLD,6.01
Netherlands,Europe,2017,81.7,0.939,9.67,47000.0,81.2,12.1,High income,NLD,4.84
Netherlands,Europe,2018,81.7,0.942,9.48,47800.0,81.7,11.4,High income,NLD,3.83
New Zealand,Oceania,2000,78.4,0.876,8.38,30900.0,68.0,12.5,High income,NZL,6.13
New Zealand,Oceania,2001,78.6,0.88,8.83,31800.0,68.0,13.9,High income,NZL,5.43
New Zealand,Oceania,2002,78.8,0.888,8.75,32700.0,68.4,12.5,High income,NZL,5.28
New Zealand,Oceania,2003,79.1,0.891,9.05,33500.0,69.6,13.7,High income,NZL,4.75
New Zealand,Oceania,2004,79.4,0.894,8.82,34300.0,69.7,12.6,High income,NZL,4.01
